tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,Month,Day
475,2018-08-12 18:09:44.736,2018-08-12 18:17:40.452,3209,Brunswick St,40.7241765,-74.05065640000001,3185,City Hall,40.717732500000004,-74.04384499999999,29542,Subscriber,1988,1,8,12
132,2018-05-11 19:34:37.153,2018-05-11 19:36:49.797,3211,Newark Ave,40.72152515,-74.046304543,3209,Brunswick St,40.7241765,-74.05065640000001,33629,Subscriber,1994,1,5,11
173,2018-04-18 05:52:21.749,2018-04-18 05:55:15.458,3206,Hilltop,40.7311689,-74.0575736,3209,Brunswick St,40.7241765,-74.05065640000001,26178,Subscriber,1985,2,4,18
1104,2018-07-28 14:46:22.970,2018-07-28 15:04:47.462,3211,Newark Ave,40.72152515,-74.046304543,3638,Washington St,40.7242941,-74.0354826,26290,Customer,1969,0,7,28
580,2018-07-31 07:03:24.114,2018-07-31 07:13:04.143,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3185,City Hall,40.717732500000004,-74.04384499999999,29497,Subscriber,1987,2,7,31
227,2018-10-17 11:23:36.318,2018-10-17 11:27:23.369,3185,City Hall,40.717732500000004,-74.04384499999999,3481,York St,40.71649,-74.04105,26152,Subscriber,1961,1,10,17
360,2018-03-06 15:32:23.422,2018-03-06 15:38:24.149,3185,City Hall,40.717732500000004,-74.04384499999999,3267,Morris Canal,40.7124188237569,-74.03852552175522,29618,Subscriber,1982,1,3,6
159,2018-11-17 08:07:19.497,2018-11-17 08:09:58.849,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,29602,Subscriber,1985,2,11,17
242,2018-03-24 01:51:52.092,2018-03-24 01:55:54.172,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3638,Washington St,40.7242941,-74.0354826,29666,Subscriber,1994,1,3,24
396,2018-07-18 08:13:22.934,2018-07-18 08:19:59.247,3203,Hamilton Park,40.727595965999996,-74.044247311,3639,Harborside,40.71925170000001,-74.034234,33627,Subscriber,1983,1,7,18
1062,2018-08-03 18:10:49.387,2018-08-03 18:28:31.914,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,26236,Subscriber,1986,1,8,3
1502,2018-07-14 19:30:07.572,2018-07-14 19:55:09.956,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3203,Hamilton Park,40.727595965999996,-74.044247311,29470,Customer,1982,1,7,14
230,2018-10-29 03:32:49.585,2018-10-29 03:36:40.266,3203,Hamilton Park,40.727595965999996,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.0431174635887,26295,Subscriber,1984,1,10,29
339,2018-09-26 18:14:01.541,2018-09-26 18:19:40.651,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3203,Hamilton Park,40.727595965999996,-74.044247311,29461,Subscriber,1979,1,9,26
297,2018-09-09 02:01:30.249,2018-09-09 02:06:28.205,3640,Journal Square,40.733670000000004,-74.0625,3207,Oakland Ave,40.7376037,-74.05247829999999,26201,Subscriber,1969,0,9,9
257,2018-08-24 09:01:07.199,2018-08-24 09:05:24.754,3203,Hamilton Park,40.727595965999996,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.0431174635887,29197,Subscriber,1974,1,8,24
1739,2018-12-10 14:16:49.440,2018-12-10 14:45:49.349,3267,Morris Canal,40.7124188237569,-74.03852552175522,3198,Heights Elevator,40.748715945380226,-74.04044330120088,29594,Subscriber,1988,1,12,10
336,2018-10-30 08:31:11.460,2018-10-30 08:36:48.071,3203,Hamilton Park,40.727595965999996,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.0431174635887,29294,Subscriber,1971,1,10,30
290,2018-11-01 19:17:48.101,2018-11-01 19:22:38.783,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3203,Hamilton Park,40.727595965999996,-74.044247311,26239,Subscriber,1985,1,11,1
164,2018-07-10 00:45:15.547,2018-07-10 00:48:00.158,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3203,Hamilton Park,40.727595965999996,-74.044247311,31998,Subscriber,1987,1,7,10
409,2018-09-12 08:16:03.161,2018-09-12 08:22:52.195,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3638,Washington St,40.7242941,-74.0354826,26298,Subscriber,1983,1,9,12
474,2018-03-12 17:17:35.186,2018-03-12 17:25:29.589,3202,Newport PATH,40.7272235,-74.03375890000001,3184,Paulus Hook,40.7141454,-74.0335519,26200,Subscriber,1970,1,3,12
323,2018-01-24 18:42:27.132,2018-01-24 18:47:50.266,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3187,Warren St,40.721123600000006,-74.03805095,31691,Subscriber,1988,2,1,24
103,2018-08-07 08:17:52.432,2018-08-07 08:19:36.065,3184,Paulus Hook,40.7141454,-74.0335519,3183,Exchange Place,40.7162469,-74.0334588,29791,Subscriber,1982,1,8,7
156,2018-08-21 08:34:58.495,2018-08-21 08:37:35.066,3481,York St,40.71649,-74.04105,3185,City Hall,40.717732500000004,-74.04384499999999,29556,Subscriber,1987,2,8,21
509,2018-03-23 09:05:30.860,2018-03-23 09:14:00.212,3209,Brunswick St,40.7241765,-74.05065640000001,3639,Harborside,40.71925170000001,-74.034234,31689,Subscriber,1975,1,3,23
202,2018-08-31 07:53:47.191,2018-08-31 07:57:09.581,3203,Hamilton Park,40.727595965999996,-74.044247311,3273,Manila & 1st,40.72165072487999,-74.04288411140442,29584,Subscriber,1982,1,8,31
2684,2018-10-14 17:33:49.947,2018-10-14 18:18:34.256,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3205,JC Medical Center,40.71653978099194,-74.0496379137039,29614,Subscriber,1989,1,10,14
418,2018-08-03 08:44:57.228,2018-08-03 08:51:55.777,3210,Pershing Field,40.742677141,-74.051788633,3640,Journal Square,40.733670000000004,-74.0625,26175,Subscriber,1985,1,8,3
148,2018-06-28 10:31:50.730,2018-06-28 10:34:19.460,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,29458,Subscriber,1952,1,6,28
1308,2018-05-30 13:55:17.170,2018-05-30 14:17:05.619,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3192,Liberty Light Rail,40.711242299999995,-74.0557013,33566,Subscriber,1968,1,5,30
601,2018-08-20 18:55:38.937,2018-08-20 19:05:40.709,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3192,Liberty Light Rail,40.711242299999995,-74.0557013,33607,Subscriber,1991,2,8,20
63,2018-05-11 14:33:48.455,2018-05-11 14:34:52.059,3426,JCBS Depot,40.70965083364061,-74.0686011314392,3426,JCBS Depot,40.70965083364061,-74.0686011314392,26316,Subscriber,1991,1,5,11
373,2018-02-02 12:00:26.371,2018-02-02 12:06:39.428,3639,Harborside,40.71925170000001,-74.034234,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,26174,Subscriber,1990,1,2,2
575,2018-03-04 10:53:45.025,2018-03-04 11:03:20.874,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,26168,Subscriber,1977,1,3,4
357,2018-09-27 11:35:24.932,2018-09-27 11:41:22.480,3211,Newark Ave,40.72152515,-74.046304543,3639,Harborside,40.71925170000001,-74.034234,26198,Subscriber,1985,2,9,27
162,2018-08-06 10:28:47.072,2018-08-06 10:31:29.403,3206,Hilltop,40.7311689,-74.0575736,3195,Sip Ave,40.730742625306576,-74.06378388404845,29503,Subscriber,1973,1,8,6
272,2018-04-29 09:00:01.769,2018-04-29 09:04:34.127,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3273,Manila & 1st,40.72165072487999,-74.04288411140442,29231,Subscriber,1989,2,4,29
602,2018-06-20 08:59:50.185,2018-06-20 09:09:52.825,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,3186,Grove St PATH,40.71958611647166,-74.0431174635887,26303,Subscriber,1983,1,6,20
281,2018-05-13 22:02:54.490,2018-05-13 22:07:36.352,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,29466,Subscriber,1956,1,5,13
523,2018-10-23 16:16:20.959,2018-10-23 16:25:04.638,3211,Newark Ave,40.72152515,-74.046304543,3192,Liberty Light Rail,40.711242299999995,-74.0557013,33657,Subscriber,1985,1,10,23
2742,2018-06-01 20:27:13.019,2018-06-01 21:12:55.700,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3213,Van Vorst Park,40.71848892,-74.047726625,29295,Customer,1993,1,6,1
836,2018-09-05 10:11:15.553,2018-09-05 10:25:11.988,3203,Hamilton Park,40.727595965999996,-74.044247311,3183,Exchange Place,40.7162469,-74.0334588,29660,Subscriber,1975,1,9,5
341,2018-07-08 10:07:35.774,2018-07-08 10:13:16.997,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3195,Sip Ave,40.730742625306576,-74.06378388404845,33603,Subscriber,1993,1,7,8
555,2018-07-24 17:14:36.630,2018-07-24 17:23:51.920,3202,Newport PATH,40.7272235,-74.03375890000001,3184,Paulus Hook,40.7141454,-74.0335519,25738,Subscriber,1970,1,7,24
148,2018-05-14 07:29:26.640,2018-05-14 07:31:55.251,3279,Dixon Mills,40.72163014263835,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.0431174635887,29634,Subscriber,1975,1,5,14
351,2018-06-08 09:50:21.045,2018-06-08 09:56:12.857,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3186,Grove St PATH,40.71958611647166,-74.0431174635887,26219,Subscriber,1985,1,6,8
315,2018-06-30 17:00:32.474,2018-06-30 17:05:47.538,3187,Warren St,40.721123600000006,-74.03805095,3483,Montgomery St,40.71942,-74.05099,29126,Subscriber,1987,1,6,30
310,2018-01-02 17:55:17.042,2018-01-02 18:00:27.548,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,29583,Subscriber,1983,2,1,2
1230,2018-10-12 17:15:39.894,2018-10-12 17:36:10.719,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3210,Pershing Field,40.742677141,-74.051788633,26257,Subscriber,1983,1,10,12
1952,2018-07-08 17:33:21.839,2018-07-08 18:05:53.874,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,29224,Customer,1969,0,7,8
118,2018-03-23 15:36:39.011,2018-03-23 15:38:37.614,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3211,Newark Ave,40.72152515,-74.046304543,26182,Subscriber,1977,1,3,23
253,2018-09-13 19:46:44.654,2018-09-13 19:50:58.476,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3203,Hamilton Park,40.727595965999996,-74.044247311,29573,Subscriber,1988,1,9,13
762,2018-10-07 15:07:55.959,2018-10-07 15:20:38.241,3681,Grand St,40.71517767732029,-74.03768330812454,3187,Warren St,40.721123600000006,-74.03805095,29611,Subscriber,1989,1,10,7
620,2018-10-07 00:48:53.801,2018-10-07 00:59:14.531,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,33658,Subscriber,1993,1,10,7
269,2018-06-04 18:43:25.742,2018-06-04 18:47:54.977,3195,Sip Ave,40.730742625306576,-74.06378388404845,3679,Bergen Ave,40.72210378668603,-74.07145500183104,26308,Subscriber,1962,1,6,4
158,2018-11-04 18:27:00.512,2018-11-04 18:29:39.465,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3279,Dixon Mills,40.72163014263835,-74.04996782541275,33562,Subscriber,1975,1,11,4
587,2018-06-24 18:20:05.943,2018-06-24 18:29:53.586,3202,Newport PATH,40.7272235,-74.03375890000001,3275,Columbus Drive,40.71835519823214,-74.03891444206238,33681,Subscriber,1985,1,6,24
207,2018-03-31 18:23:27.495,2018-03-31 18:26:55.333,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3279,Dixon Mills,40.72163014263835,-74.04996782541275,31940,Subscriber,1982,2,3,31
730,2018-05-15 17:13:41.672,2018-05-15 17:25:51.942,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3192,Liberty Light Rail,40.711242299999995,-74.0557013,33654,Subscriber,1990,1,5,15
249,2018-05-14 10:15:39.267,2018-05-14 10:19:48.359,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3202,Newport PATH,40.7272235,-74.03375890000001,29272,Subscriber,1987,2,5,14
1470,2018-04-06 08:23:07.009,2018-04-06 08:47:37.195,3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,3183,Exchange Place,40.7162469,-74.0334588,31816,Subscriber,1976,1,4,6
524,2018-04-19 22:31:01.504,2018-04-19 22:39:46.469,3202,Newport PATH,40.7272235,-74.03375890000001,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,29623,Subscriber,1976,2,4,19
678,2018-03-14 17:21:04.298,2018-03-14 17:32:22.531,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3202,Newport PATH,40.7272235,-74.03375890000001,29606,Subscriber,1984,0,3,14
291,2018-08-06 16:30:30.801,2018-08-06 16:35:22.271,3209,Brunswick St,40.7241765,-74.05065640000001,3186,Grove St PATH,40.71958611647166,-74.0431174635887,29523,Subscriber,1980,1,8,6
141,2018-05-11 10:03:00.257,2018-05-11 10:05:22.238,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,26229,Subscriber,1978,1,5,11
768,2018-07-02 15:06:00.911,2018-07-02 15:18:49.410,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,3183,Exchange Place,40.7162469,-74.0334588,26250,Subscriber,1988,1,7,2
473,2018-05-11 15:54:09.310,2018-05-11 16:02:03.089,3280,Astor Place,40.71928220070703,-74.07126188278198,3205,JC Medical Center,40.71653978099194,-74.0496379137039,29218,Subscriber,1981,1,5,11
673,2018-06-14 08:28:30.204,2018-06-14 08:39:44.023,3483,Montgomery St,40.71942,-74.05099,3202,Newport PATH,40.7272235,-74.03375890000001,26431,Subscriber,1985,1,6,14
424,2018-05-05 23:32:19.529,2018-05-05 23:39:23.628,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3192,Liberty Light Rail,40.711242299999995,-74.0557013,26232,Subscriber,1988,1,5,5
437,2018-06-05 17:44:38.993,2018-06-05 17:51:56.199,3639,Harborside,40.71925170000001,-74.034234,3203,Hamilton Park,40.727595965999996,-74.044247311,29259,Subscriber,1970,1,6,5
280,2018-07-30 18:12:39.848,2018-07-30 18:17:20.487,3203,Hamilton Park,40.727595965999996,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.0431174635887,26198,Subscriber,1988,2,7,30
394,2018-03-22 19:14:39.327,2018-03-22 19:21:14.091,3185,City Hall,40.717732500000004,-74.04384499999999,3639,Harborside,40.71925170000001,-74.034234,29588,Subscriber,1984,1,3,22
2357,2018-01-21 15:27:31.283,2018-01-21 16:06:49.121,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3192,Liberty Light Rail,40.711242299999995,-74.0557013,31697,Customer,1969,0,1,21
97,2018-06-19 07:08:41.243,2018-06-19 07:10:19.175,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3185,City Hall,40.717732500000004,-74.04384499999999,29214,Subscriber,1988,1,6,19
177,2018-05-24 09:46:14.194,2018-05-24 09:49:12.143,3681,Grand St,40.71517767732029,-74.03768330812454,3267,Morris Canal,40.7124188237569,-74.03852552175522,29121,Subscriber,1984,1,5,24
169,2018-08-20 17:49:49.802,2018-08-20 17:52:38.984,3184,Paulus Hook,40.7141454,-74.0335519,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,29502,Subscriber,1989,1,8,20
275,2018-07-09 18:18:07.856,2018-07-09 18:22:43.684,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.721123600000006,-74.03805095,33569,Subscriber,1990,1,7,9
482,2018-05-04 08:37:43.612,2018-05-04 08:45:46.166,3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,3640,Journal Square,40.733670000000004,-74.0625,29453,Subscriber,1994,1,5,4
690,2018-10-31 16:46:24.971,2018-10-31 16:57:55.867,3184,Paulus Hook,40.7141454,-74.0335519,3203,Hamilton Park,40.727595965999996,-74.044247311,26167,Subscriber,1979,1,10,31
252,2018-07-13 08:28:48.452,2018-07-13 08:33:01.362,3209,Brunswick St,40.7241765,-74.05065640000001,3186,Grove St PATH,40.71958611647166,-74.0431174635887,33650,Subscriber,1965,1,7,13
113,2018-12-02 12:40:07.960,2018-12-02 12:42:01.318,3639,Harborside,40.71925170000001,-74.034234,3187,Warren St,40.721123600000006,-74.03805095,29201,Subscriber,1980,1,12,2
151,2018-04-30 08:35:10.753,2018-04-30 08:37:42.464,3213,Van Vorst Park,40.71848892,-74.047726625,3185,City Hall,40.717732500000004,-74.04384499999999,26232,Subscriber,1986,1,4,30
265,2018-12-17 17:56:42.428,2018-12-17 18:01:07.853,3195,Sip Ave,40.730742625306576,-74.06378388404845,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,29588,Subscriber,1981,1,12,17
1407,2018-07-13 19:40:46.362,2018-07-13 20:04:14.253,3202,Newport PATH,40.7272235,-74.03375890000001,3210,Pershing Field,40.742677141,-74.051788633,29483,Customer,1990,1,7,13
292,2018-07-12 08:21:38.174,2018-07-12 08:26:30.462,3207,Oakland Ave,40.7376037,-74.05247829999999,3640,Journal Square,40.733670000000004,-74.0625,29294,Subscriber,1980,1,7,12
501,2018-09-30 12:27:38.945,2018-09-30 12:36:00.703,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3267,Morris Canal,40.7124188237569,-74.03852552175522,29247,Subscriber,1981,1,9,30
279,2018-08-02 13:39:33.366,2018-08-02 13:44:12.393,3481,York St,40.71649,-74.04105,3483,Montgomery St,40.71942,-74.05099,26256,Subscriber,1982,1,8,2
127,2018-08-02 18:09:48.902,2018-08-02 18:11:56.809,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,26309,Subscriber,1979,1,8,2
270,2018-08-03 18:50:06.297,2018-08-03 18:54:36.337,3185,City Hall,40.717732500000004,-74.04384499999999,3483,Montgomery St,40.71942,-74.05099,26244,Subscriber,1975,1,8,3
320,2018-07-20 16:48:35.770,2018-07-20 16:53:56.322,3184,Paulus Hook,40.7141454,-74.0335519,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,26190,Subscriber,1982,1,7,20
187,2018-06-25 08:16:42.209,2018-06-25 08:19:49.831,3209,Brunswick St,40.7241765,-74.05065640000001,3186,Grove St PATH,40.71958611647166,-74.0431174635887,26259,Subscriber,1980,1,6,25
217,2018-04-26 23:56:29.388,2018-04-27 00:00:07.308,3194,McGinley Square,40.7253399253558,-74.06762212514876,3280,Astor Place,40.71928220070703,-74.07126188278198,33620,Subscriber,1988,1,4,26
399,2018-06-07 07:53:30.501,2018-06-07 08:00:10.475,3210,Pershing Field,40.742677141,-74.051788633,3195,Sip Ave,40.730742625306576,-74.06378388404845,26288,Subscriber,1979,1,6,7
201,2018-07-02 18:52:58.522,2018-07-02 18:56:19.532,3267,Morris Canal,40.7124188237569,-74.03852552175522,3183,Exchange Place,40.7162469,-74.0334588,26178,Subscriber,1990,1,7,2
119,2018-10-26 21:46:26.949,2018-10-26 21:48:26.820,3185,City Hall,40.717732500000004,-74.04384499999999,3213,Van Vorst Park,40.71848892,-74.047726625,26260,Subscriber,1967,2,10,26
245,2018-06-23 17:36:31.889,2018-06-23 17:40:37.465,3185,City Hall,40.717732500000004,-74.04384499999999,3183,Exchange Place,40.7162469,-74.0334588,26259,Subscriber,1984,1,6,23
201,2018-11-19 15:30:01.896,2018-11-19 15:33:23.239,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3211,Newark Ave,40.72152515,-74.046304543,29496,Subscriber,1956,1,11,19
178,2018-09-06 09:25:58.410,2018-09-06 09:28:56.827,3681,Grand St,40.71517767732029,-74.03768330812454,3639,Harborside,40.71925170000001,-74.034234,29569,Subscriber,1983,1,9,6
365,2018-10-18 22:12:19.152,2018-10-18 22:18:24.479,3202,Newport PATH,40.7272235,-74.03375890000001,3203,Hamilton Park,40.727595965999996,-74.044247311,29127,Subscriber,1993,1,10,18
282,2018-11-01 06:59:24.478,2018-11-01 07:04:07.404,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3205,JC Medical Center,40.71653978099194,-74.0496379137039,29452,Subscriber,1956,1,11,1
717,2018-08-10 18:36:43.425,2018-08-10 18:48:40.586,3195,Sip Ave,40.730742625306576,-74.06378388404845,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,29441,Subscriber,1984,1,8,10
213,2018-06-27 07:40:06.259,2018-06-27 07:43:39.997,3279,Dixon Mills,40.72163014263835,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.0431174635887,33632,Subscriber,1982,1,6,27
266,2018-11-01 07:09:54.042,2018-11-01 07:14:20.143,3267,Morris Canal,40.7124188237569,-74.03852552175522,3183,Exchange Place,40.7162469,-74.0334588,29493,Subscriber,1973,1,11,1
319,2018-06-06 08:15:12.862,2018-06-06 08:20:32.672,3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,3640,Journal Square,40.733670000000004,-74.0625,33654,Subscriber,1983,1,6,6
925,2018-08-27 08:41:56.667,2018-08-27 08:57:22.301,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3183,Exchange Place,40.7162469,-74.0334588,29460,Subscriber,1991,1,8,27
222,2018-11-20 08:42:51.092,2018-11-20 08:46:33.650,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3183,Exchange Place,40.7162469,-74.0334588,29616,Subscriber,1986,1,11,20
366,2018-05-21 08:38:48.534,2018-05-21 08:44:55.046,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3187,Warren St,40.721123600000006,-74.03805095,33561,Subscriber,1992,1,5,21
378,2018-06-09 00:51:52.245,2018-06-09 00:58:11.051,3681,Grand St,40.71517767732029,-74.03768330812454,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,29493,Subscriber,1989,1,6,9
216,2018-10-12 00:15:31.988,2018-10-12 00:19:08.091,3194,McGinley Square,40.7253399253558,-74.06762212514876,3280,Astor Place,40.71928220070703,-74.07126188278198,33576,Subscriber,1988,1,10,12
142,2018-02-22 06:56:04.547,2018-02-22 06:58:26.863,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.0431174635887,31925,Subscriber,1965,1,2,22
499,2018-11-02 08:48:16.208,2018-11-02 08:56:35.651,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,29492,Subscriber,1985,1,11,2
560,2018-08-30 13:22:29.547,2018-08-30 13:31:49.657,3638,Washington St,40.7242941,-74.0354826,3211,Newark Ave,40.72152515,-74.046304543,29203,Subscriber,1979,1,8,30
895,2018-10-06 16:10:30.360,2018-10-06 16:25:25.388,3185,City Hall,40.717732500000004,-74.04384499999999,3203,Hamilton Park,40.727595965999996,-74.044247311,26196,Subscriber,1985,2,10,6
322,2018-06-27 17:38:35.805,2018-06-27 17:43:58.317,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3209,Brunswick St,40.7241765,-74.05065640000001,29590,Subscriber,1990,1,6,27
579,2018-02-23 21:50:45.051,2018-02-23 22:00:24.935,3195,Sip Ave,40.730742625306576,-74.06378388404845,3280,Astor Place,40.71928220070703,-74.07126188278198,29290,Subscriber,1953,2,2,23
252,2018-01-20 17:29:13.446,2018-01-20 17:33:25.551,3203,Hamilton Park,40.727595965999996,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.0431174635887,31739,Subscriber,1982,1,1,20
149,2018-12-09 08:49:38.572,2018-12-09 08:52:08.378,3279,Dixon Mills,40.72163014263835,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.0431174635887,29681,Subscriber,1986,1,12,9
1750,2018-07-07 20:11:58.695,2018-07-07 20:41:09.243,3184,Paulus Hook,40.7141454,-74.0335519,3183,Exchange Place,40.7162469,-74.0334588,26161,Subscriber,1965,1,7,7
663,2018-02-23 08:24:31.663,2018-02-23 08:35:35.461,3207,Oakland Ave,40.7376037,-74.05247829999999,3638,Washington St,40.7242941,-74.0354826,26166,Subscriber,1980,1,2,23
666,2018-05-03 21:43:27.818,2018-05-03 21:54:34.299,3184,Paulus Hook,40.7141454,-74.0335519,3192,Liberty Light Rail,40.711242299999995,-74.0557013,33580,Subscriber,1993,2,5,3
380,2018-08-19 20:12:35.537,2018-08-19 20:18:56.523,3210,Pershing Field,40.742677141,-74.051788633,3198,Heights Elevator,40.748715945380226,-74.04044330120088,26233,Subscriber,1978,1,8,19
333,2018-09-05 19:42:22.525,2018-09-05 19:47:56.516,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3209,Brunswick St,40.7241765,-74.05065640000001,29214,Subscriber,1991,2,9,5
457,2018-02-13 08:04:44.891,2018-02-13 08:12:22.138,3280,Astor Place,40.71928220070703,-74.07126188278198,3195,Sip Ave,40.730742625306576,-74.06378388404845,29604,Subscriber,1985,2,2,13
283,2018-09-06 16:40:02.668,2018-09-06 16:44:46.524,3203,Hamilton Park,40.727595965999996,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.0431174635887,26173,Subscriber,1990,1,9,6
175,2018-07-09 21:47:22.947,2018-07-09 21:50:18.300,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3279,Dixon Mills,40.72163014263835,-74.04996782541275,29298,Subscriber,1975,1,7,9
1831,2018-07-29 20:00:03.219,2018-07-29 20:30:34.576,3639,Harborside,40.71925170000001,-74.034234,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,29121,Customer,1969,0,7,29
500,2018-06-29 18:08:02.324,2018-06-29 18:16:22.345,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3211,Newark Ave,40.72152515,-74.046304543,29458,Subscriber,1976,1,6,29
236,2018-07-05 17:57:46.921,2018-07-05 18:01:43.289,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3209,Brunswick St,40.7241765,-74.05065640000001,26192,Subscriber,1988,1,7,5
165,2018-05-04 18:00:41.557,2018-05-04 18:03:27.335,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3185,City Hall,40.717732500000004,-74.04384499999999,33667,Subscriber,1980,1,5,4
745,2018-08-19 19:48:25.108,2018-08-19 20:00:51.103,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,33653,Customer,1992,1,8,19
331,2018-08-29 20:04:35.700,2018-08-29 20:10:07.210,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3203,Hamilton Park,40.727595965999996,-74.044247311,29452,Subscriber,1968,1,8,29
333,2018-10-03 20:00:23.174,2018-10-03 20:05:56.436,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,29260,Subscriber,1956,1,10,3
131,2018-08-03 07:04:17.796,2018-08-03 07:06:29.455,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3183,Exchange Place,40.7162469,-74.0334588,29280,Subscriber,1984,1,8,3
949,2018-09-29 11:11:06.909,2018-09-29 11:26:56.003,3638,Washington St,40.7242941,-74.0354826,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,29241,Subscriber,1993,1,9,29
133,2018-02-02 17:37:56.461,2018-02-02 17:40:10.033,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,31861,Subscriber,1991,1,2,2
